[24/03/2015 - 20:57:48] - Dark_BR (No-Reload) [20:57:48 - 24/3/2015]
[26/03/2015 - 20:14:39] - Jhonatan_Killeer (JoyPad) [20:14:39 - 26/3/2015]
[26/03/2015 - 20:14:39] - Jhonatan_Killeer (JoyPad) [20:14:39 - 26/3/2015]
[26/03/2015 - 20:15:06] - FraJoLa_Volt (AirBreak ou Teleport) [20:15:6 - 26/3/2015]
[26/03/2015 - 20:15:22] - Jhonatan_Killeer (JoyPad) [20:15:22 - 26/3/2015]
[26/03/2015 - 20:15:23] - Jhonatan_Killeer (JoyPad) [20:15:23 - 26/3/2015]
[26/03/2015 - 20:15:23] - Jhonatan_Killeer (JoyPad) [20:15:23 - 26/3/2015]
[26/03/2015 - 20:15:24] - Jhonatan_Killeer (JoyPad) [20:15:24 - 26/3/2015]
[26/03/2015 - 20:15:24] - Jhonatan_Killeer (JoyPad) [20:15:24 - 26/3/2015]
[26/03/2015 - 20:15:25] - Jhonatan_Killeer (JoyPad) [20:15:25 - 26/3/2015]
[26/03/2015 - 20:15:26] - Jhonatan_Killeer (JoyPad) [20:15:26 - 26/3/2015]
[26/03/2015 - 20:16:06] - Later_Owner (ProAim.cs) [20:16:6 - 26/3/2015]
[26/03/2015 - 20:20:43] - Later_Owner (No-Reload) [20:20:43 - 26/3/2015]
[26/03/2015 - 20:20:43] - Later_Owner (Weapon Hack) [20:20:43 - 26/3/2015]
[26/03/2015 - 20:20:46] - xArky_Volt (Divulgando IP) [20:20:46 - 26/3/2015]
[26/03/2015 - 20:20:46] - » (( Brasil Perfect Start » V.Lideres - Admin e Helper « IP: 189.1.172.96:7185 » GM & Sistemas Únicos ! ))
[26/03/2015 - 20:20:54] - Later_Owner (Weapon Hack) [20:20:54 - 26/3/2015]
[26/03/2015 - 20:20:55] - Later_Owner (Weapon Hack) [20:20:55 - 26/3/2015]
[26/03/2015 - 20:20:56] - Later_Owner (Weapon Hack) [20:20:56 - 26/3/2015]
[26/03/2015 - 20:20:57] - Later_Owner (Weapon Hack) [20:20:57 - 26/3/2015]
[26/03/2015 - 20:20:58] - Later_Owner (Weapon Hack) [20:20:58 - 26/3/2015]
[26/03/2015 - 20:20:59] - Later_Owner (Weapon Hack) [20:20:59 - 26/3/2015]
[26/03/2015 - 20:21:00] - Later_Owner (Weapon Hack) [20:21:0 - 26/3/2015]
[26/03/2015 - 20:21:01] - Later_Owner (Weapon Hack) [20:21:1 - 26/3/2015]
[26/03/2015 - 20:21:44] - FraJoLa_Volt (Macro ou Auto CBUG) [20:21:44 - 26/3/2015]
[26/03/2015 - 20:24:32] - Later_Owner (No-Reload) [20:24:32 - 26/3/2015]
[26/03/2015 - 20:24:32] - Later_Owner (Weapon Hack) [20:24:32 - 26/3/2015]
[26/03/2015 - 20:24:35] - Later_Owner (Weapon Hack) [20:24:35 - 26/3/2015]
[26/03/2015 - 20:24:36] - Later_Owner (Weapon Hack) [20:24:36 - 26/3/2015]
[26/03/2015 - 20:24:37] - Later_Owner (Weapon Hack) [20:24:37 - 26/3/2015]
[26/03/2015 - 20:24:44] - Later_Owner (Weapon Hack) [20:24:44 - 26/3/2015]
[26/03/2015 - 20:24:46] - Later_Owner (Weapon Hack) [20:24:46 - 26/3/2015]
[26/03/2015 - 20:24:47] - Later_Owner (Weapon Hack) [20:24:47 - 26/3/2015]
[26/03/2015 - 20:24:49] - Later_Owner (Weapon Hack) [20:24:49 - 26/3/2015]
[26/03/2015 - 20:24:51] - Later_Owner (Weapon Hack) [20:24:51 - 26/3/2015]
[26/03/2015 - 20:25:56] - Later_Owner (Weapon Hack) [20:25:56 - 26/3/2015]
[26/03/2015 - 20:25:56] - Later_Owner (Weapon Hack) [20:25:56 - 26/3/2015]
[26/03/2015 - 20:26:13] - Later_Owner (No-Reload) [20:26:13 - 26/3/2015]
[26/03/2015 - 20:26:13] - Later_Owner (Weapon Hack) [20:26:13 - 26/3/2015]
[26/03/2015 - 20:26:21] - Jhonatan_Killeer (JoyPad) [20:26:21 - 26/3/2015]
[26/03/2015 - 20:26:22] - Jhonatan_Killeer (JoyPad) [20:26:22 - 26/3/2015]
[26/03/2015 - 20:26:28] - Jhonatan_Killeer (JoyPad) [20:26:28 - 26/3/2015]
[26/03/2015 - 20:26:28] - Jhonatan_Killeer (JoyPad) [20:26:28 - 26/3/2015]
[26/03/2015 - 20:26:28] - Jhonatan_Killeer (JoyPad) [20:26:28 - 26/3/2015]
[26/03/2015 - 20:26:29] - Jhonatan_Killeer (JoyPad) [20:26:29 - 26/3/2015]
[26/03/2015 - 20:26:29] - Jhonatan_Killeer (JoyPad) [20:26:29 - 26/3/2015]
[26/03/2015 - 20:27:10] - xArky_Volt (No-Reload) [20:27:10 - 26/3/2015]
[26/03/2015 - 20:27:10] - xArky_Volt (Weapon Hack) [20:27:10 - 26/3/2015]
[26/03/2015 - 20:27:12] - xArky_Volt (Weapon Hack) [20:27:12 - 26/3/2015]
[26/03/2015 - 20:27:13] - xArky_Volt (Weapon Hack) [20:27:13 - 26/3/2015]
[26/03/2015 - 20:27:13] - xArky_Volt (Weapon Hack) [20:27:13 - 26/3/2015]
[26/03/2015 - 20:28:37] - Jhonatan_Killeer (JoyPad) [20:28:37 - 26/3/2015]
[26/03/2015 - 20:30:04] - FraJoLa_Volt (Macro ou Auto CBUG) [20:30:4 - 26/3/2015]
[26/03/2015 - 20:30:08] - Later_Owner (Weapon Hack) [20:30:8 - 26/3/2015]
[26/03/2015 - 20:30:08] - Later_Owner (Weapon Hack) [20:30:8 - 26/3/2015]
[26/03/2015 - 20:30:11] - Later_Owner (Weapon Hack) [20:30:11 - 26/3/2015]
[26/03/2015 - 20:30:33] - Later_Owner (Weapon Hack) [20:30:33 - 26/3/2015]
[26/03/2015 - 20:30:35] - Later_Owner (Weapon Hack) [20:30:35 - 26/3/2015]
[26/03/2015 - 20:32:41] - FraJoLa_Volt (AirBreak ou Teleport) [20:32:41 - 26/3/2015]
[26/03/2015 - 20:35:38] - Jhonatan_Killeer (JoyPad) [20:35:38 - 26/3/2015]
[26/03/2015 - 20:35:40] - Jhonatan_Killeer (JoyPad) [20:35:40 - 26/3/2015]
[26/03/2015 - 20:37:09] - Jhonatan_Killeer (JoyPad) [20:37:9 - 26/3/2015]
[26/03/2015 - 20:39:18] - Wellington_Mascara (No-Reload) [20:39:18 - 26/3/2015]
[26/03/2015 - 20:39:41] - Wellington_Mascara (No-Reload) [20:39:41 - 26/3/2015]
[26/03/2015 - 20:40:57] - Jhonatan_Killeer (JoyPad) [20:40:57 - 26/3/2015]
[26/03/2015 - 20:41:04] - Jhonatan_Killeer (JoyPad) [20:41:4 - 26/3/2015]
[26/03/2015 - 20:42:28] - JoK_eR (AirBreak ou Teleport) [20:42:28 - 26/3/2015]
[26/03/2015 - 20:42:32] - XxASxX_YBanY (AirBreak ou Teleport) [20:42:32 - 26/3/2015]
[26/03/2015 - 20:50:51] - xArky_Volt (Usando uma Heat Seaker) [20:50:51 - 26/3/2015]
[26/03/2015 - 20:50:52] - xArky_Volt (Usando uma Heat Seaker) [20:50:52 - 26/3/2015]
[26/03/2015 - 21:33:01] - Jhonatan_Killeer (JoyPad) [21:33:1 - 26/3/2015]
[26/03/2015 - 21:33:01] - Jhonatan_Killeer (JoyPad) [21:33:1 - 26/3/2015]
[26/03/2015 - 21:33:01] - Jhonatan_Killeer (JoyPad) [21:33:1 - 26/3/2015]
[26/03/2015 - 21:33:02] - Jhonatan_Killeer (JoyPad) [21:33:2 - 26/3/2015]
[26/03/2015 - 21:33:03] - Jhonatan_Killeer (JoyPad) [21:33:3 - 26/3/2015]
[26/03/2015 - 21:40:35] - Sub_Way (AirBreak ou Teleport) [21:40:35 - 26/3/2015]
[26/03/2015 - 21:40:45] - Sub_Way (AirBreak ou Teleport) [21:40:45 - 26/3/2015]
[26/03/2015 - 21:49:24] - Hyan_Cruz (No-Reload) [21:49:24 - 26/3/2015]
[26/03/2015 - 21:54:23] - SD_PedroEB (AirBreak ou Teleport) [21:54:23 - 26/3/2015]
[26/03/2015 - 21:58:10] - Homer_Staff (AirBreak ou Teleport) [21:58:10 - 26/3/2015]
[26/03/2015 - 21:58:32] - Jhonatan_Killeer (JoyPad) [21:58:32 - 26/3/2015]
[26/03/2015 - 21:58:35] - Jhonatan_Killeer (JoyPad) [21:58:35 - 26/3/2015]
[26/03/2015 - 21:58:40] - Jhonatan_Killeer (JoyPad) [21:58:40 - 26/3/2015]
[26/03/2015 - 21:58:40] - Jhonatan_Killeer (JoyPad) [21:58:40 - 26/3/2015]
[26/03/2015 - 21:58:44] - Jhonatan_Killeer (JoyPad) [21:58:44 - 26/3/2015]
[26/03/2015 - 21:58:45] - Jhonatan_Killeer (JoyPad) [21:58:45 - 26/3/2015]
[26/03/2015 - 21:58:45] - Jhonatan_Killeer (JoyPad) [21:58:45 - 26/3/2015]
[26/03/2015 - 21:58:46] - Jhonatan_Killeer (JoyPad) [21:58:46 - 26/3/2015]
[26/03/2015 - 21:58:46] - Jhonatan_Killeer (JoyPad) [21:58:46 - 26/3/2015]
[26/03/2015 - 21:58:46] - Jhonatan_Killeer (JoyPad) [21:58:46 - 26/3/2015]
[26/03/2015 - 21:58:46] - Jhonatan_Killeer (JoyPad) [21:58:46 - 26/3/2015]
[26/03/2015 - 21:59:21] - Jhonatan_Killeer (JoyPad) [21:59:21 - 26/3/2015]
[26/03/2015 - 21:59:32] - Jhonatan_Killeer (JoyPad) [21:59:32 - 26/3/2015]
[26/03/2015 - 21:59:33] - Jhonatan_Killeer (JoyPad) [21:59:33 - 26/3/2015]
[26/03/2015 - 21:59:33] - Jhonatan_Killeer (JoyPad) [21:59:33 - 26/3/2015]
[26/03/2015 - 21:59:33] - Jhonatan_Killeer (JoyPad) [21:59:33 - 26/3/2015]
[26/03/2015 - 21:59:33] - Jhonatan_Killeer (JoyPad) [21:59:33 - 26/3/2015]
[26/03/2015 - 22:03:46] - Jhonatan_Killeer (JoyPad) [22:3:46 - 26/3/2015]
[26/03/2015 - 22:03:47] - Jhonatan_Killeer (JoyPad) [22:3:47 - 26/3/2015]
[26/03/2015 - 22:13:49] - Jhonatan_Killeer (JoyPad) [22:13:49 - 26/3/2015]
[26/03/2015 - 22:13:58] - Jhonatan_Killeer (JoyPad) [22:13:58 - 26/3/2015]
[26/03/2015 - 22:15:12] - Jhonatan_Killeer (JoyPad) [22:15:12 - 26/3/2015]
[26/03/2015 - 22:18:02] - Jhonatan_Killeer (JoyPad) [22:18:2 - 26/3/2015]
[26/03/2015 - 22:18:02] - Jhonatan_Killeer (JoyPad) [22:18:2 - 26/3/2015]
[26/03/2015 - 22:18:03] - Jhonatan_Killeer (JoyPad) [22:18:3 - 26/3/2015]
[26/03/2015 - 22:18:09] - Hyan_Cruz (No-Reload) [22:18:9 - 26/3/2015]
[26/03/2015 - 22:18:49] - Jhonatan_Killeer (JoyPad) [22:18:49 - 26/3/2015]
[26/03/2015 - 22:18:49] - Jhonatan_Killeer (JoyPad) [22:18:49 - 26/3/2015]
[26/03/2015 - 22:18:50] - Jhonatan_Killeer (JoyPad) [22:18:50 - 26/3/2015]
[26/03/2015 - 22:18:50] - Jhonatan_Killeer (JoyPad) [22:18:50 - 26/3/2015]
[26/03/2015 - 22:18:58] - Jhonatan_Killeer (JoyPad) [22:18:58 - 26/3/2015]
[26/03/2015 - 22:18:58] - Jhonatan_Killeer (JoyPad) [22:18:58 - 26/3/2015]
[26/03/2015 - 22:19:25] - Jhonatan_Killeer (JoyPad) [22:19:25 - 26/3/2015]
[26/03/2015 - 22:19:26] - Jhonatan_Killeer (JoyPad) [22:19:26 - 26/3/2015]
[26/03/2015 - 22:40:00] - Jhonatan_Killeer (JoyPad) [22:40:0 - 26/3/2015]
[26/03/2015 - 22:47:04] - Jhonatan_Killeer (JoyPad) [22:47:4 - 26/3/2015]
[26/03/2015 - 22:47:04] - Jhonatan_Killeer (JoyPad) [22:47:4 - 26/3/2015]
[26/03/2015 - 22:49:50] - HarD_x1 (Weapon Hack) [22:49:50 - 26/3/2015]
[26/03/2015 - 22:49:51] - HarD_x1 (Weapon Hack) [22:49:51 - 26/3/2015]
[26/03/2015 - 22:52:08] - Jhonatan_Killeer (JoyPad) [22:52:8 - 26/3/2015]
[26/03/2015 - 22:52:08] - Jhonatan_Killeer (JoyPad) [22:52:8 - 26/3/2015]
[26/03/2015 - 23:04:08] - HarD_x1 (Weapon Hack) [23:4:8 - 26/3/2015]
[26/03/2015 - 23:04:08] - HarD_x1 (Weapon Hack) [23:4:8 - 26/3/2015]
[26/03/2015 - 23:04:08] - HarD_x1 (Weapon Hack) [23:4:8 - 26/3/2015]
[26/03/2015 - 23:04:08] - HarD_x1 (Weapon Hack) [23:4:8 - 26/3/2015]
[26/03/2015 - 23:04:22] - Daniel_Master2 (No-Reload) [23:4:22 - 26/3/2015]
[26/03/2015 - 23:05:33] - Jhonatan_Killeer (JoyPad) [23:5:33 - 26/3/2015]
[26/03/2015 - 23:05:34] - Jhonatan_Killeer (JoyPad) [23:5:34 - 26/3/2015]
[26/03/2015 - 23:05:34] - Jhonatan_Killeer (JoyPad) [23:5:34 - 26/3/2015]
[26/03/2015 - 23:05:39] - Jhonatan_Killeer (JoyPad) [23:5:39 - 26/3/2015]
[26/03/2015 - 23:05:39] - Jhonatan_Killeer (JoyPad) [23:5:39 - 26/3/2015]
[26/03/2015 - 23:05:50] - Jhonatan_Killeer (JoyPad) [23:5:50 - 26/3/2015]
[26/03/2015 - 23:06:33] - Jhonatan_Killeer (JoyPad) [23:6:33 - 26/3/2015]
[26/03/2015 - 23:06:33] - Jhonatan_Killeer (JoyPad) [23:6:33 - 26/3/2015]
[26/03/2015 - 23:06:33] - Jhonatan_Killeer (JoyPad) [23:6:33 - 26/3/2015]
[26/03/2015 - 23:08:30] - Jhonatan_Killeer (JoyPad) [23:8:30 - 26/3/2015]
[26/03/2015 - 23:08:30] - Jhonatan_Killeer (JoyPad) [23:8:30 - 26/3/2015]
[26/03/2015 - 23:08:32] - Jhonatan_Killeer (JoyPad) [23:8:32 - 26/3/2015]
[26/03/2015 - 23:08:32] - Jhonatan_Killeer (JoyPad) [23:8:32 - 26/3/2015]
[26/03/2015 - 23:08:32] - Jhonatan_Killeer (JoyPad) [23:8:32 - 26/3/2015]
[26/03/2015 - 23:08:32] - Jhonatan_Killeer (JoyPad) [23:8:32 - 26/3/2015]
[26/03/2015 - 23:08:33] - Jhonatan_Killeer (JoyPad) [23:8:33 - 26/3/2015]
[26/03/2015 - 23:08:33] - Jhonatan_Killeer (JoyPad) [23:8:33 - 26/3/2015]
[26/03/2015 - 23:08:33] - Jhonatan_Killeer (JoyPad) [23:8:33 - 26/3/2015]
[26/03/2015 - 23:08:34] - Jhonatan_Killeer (JoyPad) [23:8:34 - 26/3/2015]
[26/03/2015 - 23:08:34] - Jhonatan_Killeer (JoyPad) [23:8:34 - 26/3/2015]
[26/03/2015 - 23:08:34] - Jhonatan_Killeer (JoyPad) [23:8:34 - 26/3/2015]
[26/03/2015 - 23:08:34] - Jhonatan_Killeer (JoyPad) [23:8:34 - 26/3/2015]
[26/03/2015 - 23:08:58] - Jhonatan_Killeer (JoyPad) [23:8:58 - 26/3/2015]
[26/03/2015 - 23:08:58] - Jhonatan_Killeer (JoyPad) [23:8:58 - 26/3/2015]
[26/03/2015 - 23:09:48] - Jhonatan_Killeer (JoyPad) [23:9:48 - 26/3/2015]
[26/03/2015 - 23:09:48] - Jhonatan_Killeer (JoyPad) [23:9:48 - 26/3/2015]
[26/03/2015 - 23:09:55] - Jhonatan_Killeer (JoyPad) [23:9:55 - 26/3/2015]
[26/03/2015 - 23:09:55] - Jhonatan_Killeer (JoyPad) [23:9:55 - 26/3/2015]
[26/03/2015 - 23:09:56] - Jhonatan_Killeer (JoyPad) [23:9:56 - 26/3/2015]
[26/03/2015 - 23:10:06] - Jhonatan_Killeer (JoyPad) [23:10:6 - 26/3/2015]
[26/03/2015 - 23:10:08] - Jhonatan_Killeer (JoyPad) [23:10:8 - 26/3/2015]
[26/03/2015 - 23:10:08] - Jhonatan_Killeer (JoyPad) [23:10:8 - 26/3/2015]
[26/03/2015 - 23:10:09] - Jhonatan_Killeer (JoyPad) [23:10:9 - 26/3/2015]
[26/03/2015 - 23:10:10] - Jhonatan_Killeer (JoyPad) [23:10:10 - 26/3/2015]
[26/03/2015 - 23:10:10] - Jhonatan_Killeer (JoyPad) [23:10:10 - 26/3/2015]
[26/03/2015 - 23:10:10] - Jhonatan_Killeer (JoyPad) [23:10:10 - 26/3/2015]
[26/03/2015 - 23:10:11] - Jhonatan_Killeer (JoyPad) [23:10:11 - 26/3/2015]
[26/03/2015 - 23:10:11] - Jhonatan_Killeer (JoyPad) [23:10:11 - 26/3/2015]
[26/03/2015 - 23:10:11] - Jhonatan_Killeer (JoyPad) [23:10:11 - 26/3/2015]
[26/03/2015 - 23:11:11] - Jhonatan_Killeer (JoyPad) [23:11:11 - 26/3/2015]
[26/03/2015 - 23:11:12] - Jhonatan_Killeer (JoyPad) [23:11:12 - 26/3/2015]
[26/03/2015 - 23:11:12] - Jhonatan_Killeer (JoyPad) [23:11:12 - 26/3/2015]
[26/03/2015 - 23:11:47] - Jhonatan_Killeer (JoyPad) [23:11:47 - 26/3/2015]
[26/03/2015 - 23:11:47] - Jhonatan_Killeer (JoyPad) [23:11:47 - 26/3/2015]
[26/03/2015 - 23:15:10] - Jhonatan_Killeer (JoyPad) [23:15:10 - 26/3/2015]
[26/03/2015 - 23:18:41] - Jhonatan_Killeer (JoyPad) [23:18:41 - 26/3/2015]
[26/03/2015 - 23:20:15] - Jhonatan_Killeer (JoyPad) [23:20:15 - 26/3/2015]
[26/03/2015 - 23:21:28] - Jhonatan_Killeer (JoyPad) [23:21:28 - 26/3/2015]
[26/03/2015 - 23:21:28] - Jhonatan_Killeer (JoyPad) [23:21:28 - 26/3/2015]
[26/03/2015 - 23:22:22] - Jhonatan_Killeer (JoyPad) [23:22:22 - 26/3/2015]
[26/03/2015 - 23:26:19] - Jhonatan_Killeer (JoyPad) [23:26:19 - 26/3/2015]
[26/03/2015 - 23:28:16] - Jhonatan_Killeer (JoyPad) [23:28:16 - 26/3/2015]
[26/03/2015 - 23:28:16] - Jhonatan_Killeer (JoyPad) [23:28:16 - 26/3/2015]
[26/03/2015 - 23:28:17] - Jhonatan_Killeer (JoyPad) [23:28:17 - 26/3/2015]
[26/03/2015 - 23:28:17] - Jhonatan_Killeer (JoyPad) [23:28:17 - 26/3/2015]
[26/03/2015 - 23:28:17] - Jhonatan_Killeer (JoyPad) [23:28:17 - 26/3/2015]
[26/03/2015 - 23:28:17] - Jhonatan_Killeer (JoyPad) [23:28:17 - 26/3/2015]
[26/03/2015 - 23:28:19] - Jhonatan_Killeer (JoyPad) [23:28:19 - 26/3/2015]
[26/03/2015 - 23:28:22] - Jhonatan_Killeer (JoyPad) [23:28:22 - 26/3/2015]
[26/03/2015 - 23:28:22] - Jhonatan_Killeer (JoyPad) [23:28:22 - 26/3/2015]
[26/03/2015 - 23:28:25] - Jhonatan_Killeer (JoyPad) [23:28:25 - 26/3/2015]
[26/03/2015 - 23:28:25] - Jhonatan_Killeer (JoyPad) [23:28:25 - 26/3/2015]
[26/03/2015 - 23:29:26] - Jhonatan_Killeer (JoyPad) [23:29:26 - 26/3/2015]
[26/03/2015 - 23:29:26] - Jhonatan_Killeer (JoyPad) [23:29:26 - 26/3/2015]
[26/03/2015 - 23:42:26] - Jhonatan_Killeer (JoyPad) [23:42:26 - 26/3/2015]
[26/03/2015 - 23:42:26] - Jhonatan_Killeer (JoyPad) [23:42:26 - 26/3/2015]
[26/03/2015 - 23:43:23] - Jhonatan_Killeer (JoyPad) [23:43:23 - 26/3/2015]
[26/03/2015 - 23:43:58] - Jhonatan_Killeer (JoyPad) [23:43:58 - 26/3/2015]
[26/03/2015 - 23:48:51] - Jhonatan_Killeer (JoyPad) [23:48:51 - 26/3/2015]
[26/03/2015 - 23:48:51] - Jhonatan_Killeer (JoyPad) [23:48:51 - 26/3/2015]
[26/03/2015 - 23:48:51] - Jhonatan_Killeer (JoyPad) [23:48:51 - 26/3/2015]
[26/03/2015 - 23:52:48] - Jhonatan_Killeer (JoyPad) [23:52:48 - 26/3/2015]
[26/03/2015 - 23:52:51] - Jhonatan_Killeer (JoyPad) [23:52:51 - 26/3/2015]
[26/03/2015 - 23:56:00] - Jhonatan_Killeer (JoyPad) [23:56:0 - 26/3/2015]
[26/03/2015 - 23:56:00] - Jhonatan_Killeer (JoyPad) [23:56:0 - 26/3/2015]
[26/03/2015 - 23:56:12] - Jhonatan_Killeer (JoyPad) [23:56:12 - 26/3/2015]
[26/03/2015 - 23:56:16] - Jhonatan_Killeer (JoyPad) [23:56:16 - 26/3/2015]
[26/03/2015 - 23:58:26] - Jhonatan_Killeer (JoyPad) [23:58:26 - 26/3/2015]
[26/03/2015 - 23:58:27] - Jhonatan_Killeer (JoyPad) [23:58:27 - 26/3/2015]
[26/03/2015 - 23:58:28] - Jhonatan_Killeer (JoyPad) [23:58:28 - 26/3/2015]
[26/03/2015 - 23:58:30] - Jhonatan_Killeer (JoyPad) [23:58:30 - 26/3/2015]
[26/03/2015 - 23:58:39] - Jhonatan_Killeer (JoyPad) [23:58:39 - 26/3/2015]
[26/03/2015 - 23:58:39] - Jhonatan_Killeer (JoyPad) [23:58:39 - 26/3/2015]
[26/03/2015 - 23:58:53] - Jhonatan_Killeer (JoyPad) [23:58:53 - 26/3/2015]
[27/03/2015 - 00:08:15] - Jhonatan_Killeer (JoyPad) [0:8:15 - 27/3/2015]
[27/03/2015 - 00:08:15] - Jhonatan_Killeer (JoyPad) [0:8:15 - 27/3/2015]
[27/03/2015 - 00:08:15] - Jhonatan_Killeer (JoyPad) [0:8:15 - 27/3/2015]
[27/03/2015 - 00:08:16] - Jhonatan_Killeer (JoyPad) [0:8:16 - 27/3/2015]
[27/03/2015 - 07:18:28] - Jhonatan_Killeer (JoyPad) [7:18:28 - 27/3/2015]
[27/03/2015 - 07:18:28] - Jhonatan_Killeer (JoyPad) [7:18:28 - 27/3/2015]
[27/03/2015 - 07:18:28] - Jhonatan_Killeer (JoyPad) [7:18:28 - 27/3/2015]
[27/03/2015 - 07:18:28] - Jhonatan_Killeer (JoyPad) [7:18:28 - 27/3/2015]
[27/03/2015 - 07:19:00] - Jhonatan_Killeer (JoyPad) [7:19:0 - 27/3/2015]
[27/03/2015 - 07:19:01] - Jhonatan_Killeer (JoyPad) [7:19:1 - 27/3/2015]
[27/03/2015 - 07:19:01] - Jhonatan_Killeer (JoyPad) [7:19:1 - 27/3/2015]
[27/03/2015 - 07:19:04] - Jhonatan_Killeer (JoyPad) [7:19:4 - 27/3/2015]
[27/03/2015 - 07:20:08] - Jhonatan_Killeer (JoyPad) [7:20:8 - 27/3/2015]
[27/03/2015 - 07:20:08] - Jhonatan_Killeer (JoyPad) [7:20:8 - 27/3/2015]
[27/03/2015 - 07:20:09] - Jhonatan_Killeer (JoyPad) [7:20:9 - 27/3/2015]
[27/03/2015 - 07:20:09] - Jhonatan_Killeer (JoyPad) [7:20:9 - 27/3/2015]
[27/03/2015 - 07:20:40] - Jhonatan_Killeer (JoyPad) [7:20:40 - 27/3/2015]
[27/03/2015 - 07:20:40] - Jhonatan_Killeer (JoyPad) [7:20:40 - 27/3/2015]
[27/03/2015 - 07:20:42] - Jhonatan_Killeer (JoyPad) [7:20:42 - 27/3/2015]
[27/03/2015 - 07:20:49] - Jhonatan_Killeer (JoyPad) [7:20:49 - 27/3/2015]
[27/03/2015 - 07:21:58] - Jhonatan_Killeer (JoyPad) [7:21:58 - 27/3/2015]
[27/03/2015 - 07:30:46] - Jhonatan_Killeer (JoyPad) [7:30:46 - 27/3/2015]
[27/03/2015 - 07:31:09] - Jhonatan_Killeer (JoyPad) [7:31:9 - 27/3/2015]
[27/03/2015 - 07:31:47] - Jhonatan_Killeer (JoyPad) [7:31:47 - 27/3/2015]
[27/03/2015 - 07:31:51] - Jhonatan_Killeer (JoyPad) [7:31:51 - 27/3/2015]
[27/03/2015 - 07:33:31] - Jhonatan_Killeer (JoyPad) [7:33:31 - 27/3/2015]
[27/03/2015 - 07:33:32] - Jhonatan_Killeer (JoyPad) [7:33:32 - 27/3/2015]
[27/03/2015 - 07:33:36] - Jhonatan_Killeer (JoyPad) [7:33:36 - 27/3/2015]
[27/03/2015 - 07:33:45] - Jhonatan_Killeer (JoyPad) [7:33:45 - 27/3/2015]
[27/03/2015 - 07:33:45] - Jhonatan_Killeer (JoyPad) [7:33:45 - 27/3/2015]
[27/03/2015 - 07:33:45] - Jhonatan_Killeer (JoyPad) [7:33:45 - 27/3/2015]
[27/03/2015 - 07:33:46] - Jhonatan_Killeer (JoyPad) [7:33:46 - 27/3/2015]
[27/03/2015 - 07:33:46] - Jhonatan_Killeer (JoyPad) [7:33:46 - 27/3/2015]
[27/03/2015 - 07:48:02] - Jhonatan_Killeer (JoyPad) [7:48:2 - 27/3/2015]
[27/03/2015 - 07:48:19] - Jhonatan_Killeer (JoyPad) [7:48:19 - 27/3/2015]
[27/03/2015 - 07:48:19] - Jhonatan_Killeer (JoyPad) [7:48:19 - 27/3/2015]
[27/03/2015 - 07:48:51] - Jhonatan_Killeer (JoyPad) [7:48:51 - 27/3/2015]
[27/03/2015 - 07:49:01] - Jhonatan_Killeer (JoyPad) [7:49:1 - 27/3/2015]
[27/03/2015 - 07:49:03] - Jhonatan_Killeer (JoyPad) [7:49:3 - 27/3/2015]
[27/03/2015 - 07:49:03] - Jhonatan_Killeer (JoyPad) [7:49:3 - 27/3/2015]
[27/03/2015 - 07:52:01] - Jhonatan_Killeer (JoyPad) [7:52:1 - 27/3/2015]
[27/03/2015 - 07:54:35] - Jhonatan_Killeer (JoyPad) [7:54:35 - 27/3/2015]
[27/03/2015 - 07:54:47] - Jhonatan_Killeer (JoyPad) [7:54:47 - 27/3/2015]
[27/03/2015 - 07:56:15] - Jhonatan_Killeer (JoyPad) [7:56:15 - 27/3/2015]
[27/03/2015 - 07:56:16] - Jhonatan_Killeer (JoyPad) [7:56:16 - 27/3/2015]
[27/03/2015 - 07:56:16] - Jhonatan_Killeer (JoyPad) [7:56:16 - 27/3/2015]
[27/03/2015 - 07:56:16] - Jhonatan_Killeer (JoyPad) [7:56:16 - 27/3/2015]
[27/03/2015 - 07:56:17] - Jhonatan_Killeer (JoyPad) [7:56:17 - 27/3/2015]
[27/03/2015 - 07:56:18] - Jhonatan_Killeer (JoyPad) [7:56:18 - 27/3/2015]
[27/03/2015 - 07:56:18] - Jhonatan_Killeer (JoyPad) [7:56:18 - 27/3/2015]
[27/03/2015 - 07:56:18] - Jhonatan_Killeer (JoyPad) [7:56:18 - 27/3/2015]
[27/03/2015 - 07:56:20] - Jhonatan_Killeer (JoyPad) [7:56:20 - 27/3/2015]
[27/03/2015 - 07:56:23] - Jhonatan_Killeer (JoyPad) [7:56:23 - 27/3/2015]
[27/03/2015 - 07:56:25] - Jhonatan_Killeer (JoyPad) [7:56:25 - 27/3/2015]
[27/03/2015 - 07:56:25] - Jhonatan_Killeer (JoyPad) [7:56:25 - 27/3/2015]
[27/03/2015 - 07:56:26] - Jhonatan_Killeer (JoyPad) [7:56:26 - 27/3/2015]
[27/03/2015 - 07:56:31] - Jhonatan_Killeer (JoyPad) [7:56:31 - 27/3/2015]
[27/03/2015 - 07:56:31] - Jhonatan_Killeer (JoyPad) [7:56:31 - 27/3/2015]
[27/03/2015 - 07:56:32] - Jhonatan_Killeer (JoyPad) [7:56:32 - 27/3/2015]
[27/03/2015 - 07:56:32] - Jhonatan_Killeer (JoyPad) [7:56:32 - 27/3/2015]
